runNo efftx1c1 effty1c1 effp3s1 effp3c1 effp2s1 effp2c1 effty2c1 efftx2c1 efftx1c2 effty1c2 effp3s2 effp3c2 effp2s2 effp2c2 effty2c2 efftx2c2 grade status/C HVTXY1 HVTXY2 HVP3 HVP2 THRTXY1 THRTXY2 THRP3 THRP2
224 0.9998 0.9996 0.8263 0.8951 0.8437 0.8890 0.9975 0.9993 1.0000 1.0000 0.8263 0.8956 0.8437 0.8895 1.0000 1.0000 3 beam_on 1850 1850 2200 2200 3750 3750 3780 3800
225 0.9998 0.9996 0.8406 0.8972 0.8625 0.8914 0.9975 0.9993 1.0000 1.0000 0.8406 0.8977 0.8626 0.8919 1.0000 1.0000 3 beam_on 1850 1850 2200 2200 3750 3750 3780 3800
226 0.9998 0.9996 0.9984 0.9878 1.0000 0.9998 0.9975 0.9992 1.0000 1.0000 0.9984 0.9878 1.0000 0.9998 1.0000 1.0000 3 beam_on 1850 1850 2300 2300 3750 3750 3780 3800
227 1.0000 0.9999 0.3456 0.2145 0.0029 0.2375 0.9993 0.9995 1.0000 1.0000 0.3456 0.2147 0.0028 0.2377 1.0000 1.0000 9 test_run 1850 1850 1600 1600 3750 3750 3750 3750
228 0.9998 0.9998 0.3507 0.4309 0.0042 0.4659 0.9960 0.9989 1.0000 1.0000 0.3516 0.4315 0.0042 0.4666 1.0000 1.0000 9 test_run 1750 1750 1650 1650 3750 3750 3750 3750
229 0.9998 0.9998 0.3665 0.6694 0.0078 0.6761 0.9962 0.9986 1.0000 1.0000 0.3671 0.6702 0.0077 0.6767 1.0000 1.0000 9 test_run 1750 1750 1700 1700 3750 3750 3750 3750
230 0.9998 0.9998 0.4043 0.7842 0.0215 0.7693 0.9965 0.9988 1.0000 1.0000 0.4049 0.7848 0.0214 0.7699 1.0000 1.0000 9 test_run 1750 1750 1750 1750 3750 3750 3750 3750
231 0.9998 0.9997 0.4733 0.8391 0.0532 0.8134 0.9959 0.9987 1.0000 1.0000 0.4739 0.8397 0.0531 0.8140 1.0000 1.0000 9 test_run 1750 1750 1800 1800 3750 3750 3750 3750
232 0.9998 0.9998 0.6717 0.8738 0.1580 0.8395 0.9963 0.9988 1.0000 1.0000 0.6721 0.8743 0.1580 0.8401 1.0000 1.0000 9 test_run 1750 1750 1850 1850 3750 3750 3750 3750
233 0.9998 0.9997 0.8811 0.9062 0.4915 0.8699 0.9962 0.9989 1.0000 1.0000 0.8814 0.9066 0.4914 0.8703 1.0000 1.0000 9 test_run 1750 1750 1900 1900 3750 3750 3750 3750
234 0.9998 0.9998 0.9910 0.9631 0.9509 0.9666 0.9959 0.9988 1.0000 1.0000 0.9910 0.9633 0.9509 0.9669 1.0000 1.0000 9 test_run 1750 1750 1950 1950 3750 3750 3750 3750
235 0.9998 0.9998 0.9999 0.9975 0.9996 0.9994 0.9964 0.9988 1.0000 1.0000 0.9999 0.9975 0.9997 0.9995 1.0000 1.0000 9 test_run 1750 1750 2000 2000 3750 3750 3750 3750
236 0.9998 0.9997 0.9999 0.9999 0.9999 0.9999 0.9960 0.9987 1.0000 1.0000 0.9999 0.9999 1.0000 1.0000 1.0000 1.0000 9 test_run 1750 1750 2050 2050 3750 3750 3750 3750
237 0.9998 0.9998 0.9999 1.0000 0.9999 0.9999 0.9960 0.9987 1.0000 1.0000 0.9999 1.0000 0.9999 0.9999 1.0000 1.0000 9 test_run 1750 1750 2100 2050 3750 3750 3750 3750
238 0.9998 0.9998 0.1468 0.5206 0.0027 0.5942 0.9961 0.9987 1.0000 1.0000 0.1472 0.5214 0.0026 0.5948 1.0000 1.0000 9 test_run 1750 1750 1700 1700 3750 3750 3720 3720
239 0.9998 0.9997 0.2141 0.5858 0.0031 0.6351 0.9962 0.9987 1.0000 1.0000 0.2147 0.5865 0.0030 0.6357 1.0000 1.0000 9 test_run 1750 1750 1700 1700 3750 3750 3730 3730
240 0.9997 0.9998 0.2945 0.6355 0.0034 0.6590 0.9960 0.9988 1.0000 1.0000 0.2951 0.6362 0.0033 0.6595 1.0000 1.0000 9 test_run 1750 1750 1700 1700 3750 3750 3740 3740
241 0.9998 0.9997 0.5251 0.7460 0.0075 0.7239 0.9960 0.9988 1.0000 1.0000 0.5257 0.7468 0.0074 0.7245 1.0000 1.0000 9 test_run 1750 1750 1700 1700 3750 3750 3760 3760
242 0.9998 0.9998 0.7322 0.7884 0.0147 0.7476 0.9965 0.9988 1.0000 1.0000 0.7326 0.7890 0.0146 0.7481 1.0000 1.0000 9 test_run 1750 1750 1700 1700 3750 3750 3770 3770
243 0.9998 0.9998 0.9487 0.8314 0.0374 0.7663 0.9960 0.9988 1.0000 1.0000 0.9488 0.8320 0.0373 0.7668 1.0000 1.0000 9 test_run 1750 1750 1700 1700 3750 3750 3780 3780
244 0.9998 0.9998 0.6013 0.8776 0.2204 0.8524 0.9958 0.9987 1.0000 1.0000 0.6017 0.8783 0.2202 0.8530 1.0000 1.0000 9 test_run 1750 1750 1900 1900 3750 3750 3720 3720
245 0.9998 0.9998 0.7133 0.8893 0.2977 0.8639 0.9960 0.9987 1.0000 1.0000 0.7135 0.8899 0.2976 0.8645 1.0000 1.0000 9 test_run 1750 1750 1900 1900 3750 3750 3730 3730
246 0.9998 0.9998 0.8322 0.9030 0.4252 0.8781 0.9961 0.9985 1.0000 1.0000 0.8324 0.9037 0.4250 0.8789 1.0000 1.0000 9 test_run 1750 1750 1900 1900 3750 3750 3740 3740
247 0.9998 0.9998 0.9665 0.9367 0.6559 0.9077 0.9959 0.9987 1.0000 1.0000 0.9666 0.9372 0.6558 0.9082 1.0000 1.0000 9 test_run 1750 1750 1900 1900 3750 3750 3760 3760
248 0.9997 0.9998 0.9960 0.9668 0.8166 0.9379 0.9960 0.9989 1.0000 1.0000 0.9960 0.9670 0.8167 0.9382 1.0000 1.0000 9 test_run 1750 1750 1900 1900 3750 3750 3770 3770
249 0.9998 0.9998 1.0000 0.9948 0.9362 0.9671 0.9961 0.9989 1.0000 1.0000 1.0000 0.9949 0.9362 0.9673 1.0000 1.0000 9 test_run 1750 1750 1900 1900 3750 3750 3780 3780
250 0.9998 0.9998 0.9526 0.8401 0.0183 0.7490 0.9962 0.9988 1.0000 1.0000 0.9527 0.8406 0.0182 0.7495 1.0000 1.0000 1 beam_on 1750 1750 1700 1700 3750 3750 3780 3770
251 0.9998 0.9998 0.8354 0.9030 0.3249 0.8657 0.9961 0.9988 1.0000 1.0000 0.8356 0.9035 0.3248 0.8662 1.0000 1.0000 1 beam_on 1750 1750 1900 1900 3750 3750 3740 3730
252 0.9998 0.9998 0.9632 0.7852 0.0000 0.7087 0.9927 0.9986 1.0000 1.0000 0.9632 0.7853 0.0000 0.7086 1.0000 1.0000 1 beam_on 1750 1750 1700 1700 3750 3750 3780 3770
253 0.9998 0.9998 0.3710 0.7884 0.0100 0.7195 0.9934 0.9988 1.0000 1.0000 0.3712 0.7884 0.0098 0.7193 1.0000 1.0000 1 beam_on 1750 1750 1700 1700 3750 3750 3780 3770
254 0.9997 0.9998 0.5597 0.8422 0.0456 0.7636 0.9962 0.9989 1.0000 1.0000 0.5600 0.8427 0.0455 0.7640 1.0000 1.0000 1 beam_on 1750 1750 1700 1700 3750 3750 3780 3770
255 0.9998 0.9997 0.4649 0.8316 0.0000 0.7593 0.9942 0.9989 1.0000 1.0000 0.4653 0.8316 0.0000 0.7592 1.0000 1.0000 1 beam_on 1750 1750 1700 1700 3750 3750 3780 3770
256 0.9999 0.9998 0.5200 0.8167 0.0000 0.7379 0.9946 0.9988 1.0000 1.0000 0.5205 0.8170 0.0000 0.7382 1.0000 1.0000 1 beam_on 1750 1750 1700 1700 3750 3750 3780 3770
257 0.9997 0.9997 0.4772 0.8414 0.0000 0.7591 0.9944 0.9988 1.0000 1.0000 0.4776 0.8418 0.0000 0.7594 1.0000 1.0000 1 beam_on 1750 1750 1700 1700 3750 3750 3780 3770
258 0.9998 0.9998 0.4239 0.8330 0.0000 0.7517 0.9950 0.9987 1.0000 1.0000 0.4244 0.8335 0.0000 0.7521 1.0000 1.0000 1 beam_on 1750 1750 1700 1700 3750 3750 3780 3770
259 0.9997 0.9998 0.5926 0.7209 0.1140 0.6907 0.9963 0.9988 1.0000 1.0000 0.5930 0.7214 0.1139 0.6917 1.0000 1.0000 1 beam_on 1750 1750 1700 1700 3750 3750 3780 3770
260 0.9998 0.9998 0.4079 0.8238 0.0276 0.7471 0.9965 0.9986 1.0000 1.0000 0.4083 0.8245 0.0276 0.7477 1.0000 1.0000 1 beam_on 1750 1750 1700 1700 3750 3750 3780 3770
261 0.9998 0.9998 0.6367 0.8327 0.0359 0.7448 0.9957 0.9987 1.0000 1.0000 0.6366 0.8328 0.0356 0.7452 1.0000 1.0000 1 beam_on 1750 1750 1700 1700 3750 3750 3780 3770
262 0.9997 0.9998 0.5513 0.7247 0.1763 0.6553 0.9948 0.9988 1.0000 1.0000 0.5514 0.7248 0.1755 0.6561 1.0000 1.0000 1 beam_on 1750 1750 1700 1700 3750 3750 3780 3770
263 0.9997 0.9998 0.2671 0.7250 0.0129 0.6696 0.9949 0.9988 1.0000 1.0000 0.2671 0.7253 0.0125 0.6697 1.0000 1.0000 1 beam_on 1750 1750 1700 1700 3750 3750 3780 3770
264 0.9997 0.9998 0.0098 0.6533 0.0064 0.6358 0.9954 0.9987 1.0000 1.0000 0.0097 0.6538 0.0061 0.6361 1.0000 1.0000 1 beam_on 1750 1750 1700 1700 3750 3750 3750 3750
265 0.9997 0.9998 0.4851 0.7924 0.3646 0.7892 0.9953 0.9986 1.0000 1.0000 0.4853 0.7928 0.3645 0.7896 1.0000 1.0000 1 beam_on 1750 1750 1900 1900 3750 3750 3750 3750
